pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
186;W;30;21;38;JUNG Beata;02.01.1994;HUN;64;63.80;---;90;93;93;101;105;---;105;198;2018 IWF World Championships;11.2018
187;W;31;27;33;MALONE Philippa Kate;06.08.1989;AUS;64;63.60;90;---;---;90;108;---;---;108;198;2018 IWF World Championships;11.2018
188;W;32;30;34;LESKINEN Saara Sylvia Amanda;30.05.1993;FIN;64;63.61;87;---;90;90;---;108;---;108;198;2018 IWF World Championships;11.2018
189;W;33;28;36;VALODZKA Siuzanna;17.08.2000;BLR;64;61.43;85;90;---;90;103;---;108;108;198;2018 IWF World Championships;11.2018
190;W;34;35;30;GANZORIG Anuujin;11.04.1998;MGL;64;63.72;---;89;---;89;109;---;---;109;198;2018 IWF World Championships;11.2018
191;W;35;20;39;MARTINEZ SANTIAGO Irene;14.09.1993;ESP;64;63.74;90;93;---;93;---;---;104;104;197;2018 IWF World Championships;11.2018
192;W;36;37;29;ADESANMI Oluwatoyin Victoria;10.04.1992;NGR;64;62.93;---;85;---;85;---;110;---;110;195;2018 IWF World Championships;11.2018
193;W;37;36;37;DE GREGORIO LORENZO Ana;01.02.1991;ESP;64;63.60;---;84;87;87;98;103;106;106;193;2018 IWF World Championships;11.2018
194;W;38;38;32;SIEMENS Rachel Anne;14.11.1989;CAN;64;63.15;82;84;---;84;105;---;108;108;192;2018 IWF World Championships;11.2018
195;W;39;39;40;PRETORIUS Mona;12.08.1988;RSA;64;63.81;---;83;---;83;102;---;---;102;185;2018 IWF World Championships;11.2018
196;W;40;41;42;ZAMMIT STEVENS Yasmin;21.04.1993;MLT;64;63.63;80;---;---;80;96;99;---;99;179;2018 IWF World Championships;11.2018
197;W;41;43;41;AKTAR Mabia;07.10.1999;BAN;64;62.84;75;---;79;79;---;100;---;100;179;2018 IWF World Championships;11.2018
198;W;42;42;43;PUDIVITROVA Eliska;25.03.1994;CZE;64;63.58;---;75;79;79;96;---;99;99;178;2018 IWF World Championships;11.2018
199;W;43;40;47;SIGNAL Megan Ann;17.02.1990;NZL;64;62.97;75;79;82;82;95;---;---;95;177;2018 IWF World Championships;11.2018
200;W;44;44;44;FEBRUARY Robyn Shelee;10.06.1990;RSA;64;62.55;74;78;---;78;---;---;99;99;177;2018 IWF World Championships;11.2018
201;W;45;45;45;HORNA Ivana;31.08.1990;SVK;64;63.27;75;78;---;78;---;---;98;98;176;2018 IWF World Championships;11.2018
202;W;46;46;46;FERNEZOVA Eliska;14.09.1999;SVK;64;63.68;---;74;---;74;95;---;---;95;169;2018 IWF World Championships;11.2018
203;W;---;---;31;YOSHIDA Akane;31.05.1994;JPN;64;61.67;---;---;---;---;106;---;109;109;0;2018 IWF World Championships;11.2018
204;W;---;---;---;KIM Hyo Sim;29.03.1994;PRK;64;63.99;---;---;---;---;---;---;---;---;0;2018 IWF World Championships;11.2018
205;M;1;2;1;CHEN Lijun;08.02.1993;CHN;67;66.81;145;150;---;150;178;182;---;182;332;2018 IWF World Championships;11.2018
206;M;2;1;9;HUANG Minhao;21.08.1992;CHN;67;66.87;148;152;---;152;166;171;---;171;323;2018 IWF World Championships;11.2018
207;M;3;3;5;MAYORA PERNIA Julio Ruben;02.09.1996;VEN;67;66.63;144;147;---;147;175;---;---;175;322;2018 IWF World Championships;11.2018
208;M;4;12;2;YOKUBOV Doston;05.04.1995;UZB;67;66.95;135;---;139;139;177;180;---;180;319;2018 IWF World Championships;11.2018
209;M;5;8;3;FIGUEROA MOSQUERA Oscar Albeiro;27.04.1983;COL;67;66.79;140;---;---;140;---;178;---;178;318;2018 IWF World Championships;11.2018
210;M;6;10;6;PAK Jong Ju;14.03.1997;PRK;67;66.69;---;140;---;140;175;---;---;175;315;2018 IWF World Championships;11.2018
211;M;7;11;8;CHKHEIDZE Goga;11.02.1996;GEO;67;66.97;132;136;139;139;164;168;172;172;311;2018 IWF World Championships;11.2018
212;M;8;9;10;DENI;26.07.1989;INA;67;66.71;135;140;---;140;---;170;---;170;310;2018 IWF World Championships;11.2018
213;M;9;19;4;KHARKI Farkhad;20.04.1991;KAZ;67;66.73;126;131;133;133;166;171;175;175;308;2018 IWF World Championships;11.2018
214;M;10;18;7;KINGUE MATAM Bernardin Ledoux;20.05.1990;FRA;67;66.81;134;---;---;134;---;168;173;173;307;2018 IWF World Championships;11.2018
215;M;11;4;18;BRANDHUBER Simon Josef;27.06.1991;GER;67;66.81;138;142;146;146;155;160;---;160;306;2018 IWF World Championships;11.2018
216;M;12;6;13;ZANNI Mirko;16.10.1997;ITA;67;66.27;137;140;---;140;160;165;---;165;305;2018 IWF World Championships;11.2018
217;M;13;14;11;KONNAI Mitsunori;14.03.1996;JPN;67;66.85;132;136;---;136;163;---;167;167;303;2018 IWF World Championships;11.2018
218;M;14;16;14;GROZDEV Stilyan Rosenov;27.07.1999;BUL;67;66.64;130;133;135;135;162;165;---;165;300;2018 IWF World Championships;11.2018
219;M;15;13;17;KHALIBEKOV Feliks;03.02.1990;RUS;67;66.88;133;138;---;138;155;160;---;160;298;2018 IWF World Championships;11.2018
220;M;16;20;15;CHANTRI Witsanu;12.09.1996;THA;67;66.42;131;---;---;131;---;---;165;165;296;2018 IWF World Championships;11.2018
221;M;17;15;19;CASTRO MARINO Victor;18.12.1992;ESP;67;66.92;---;132;135;135;155;---;158;158;293;2018 IWF World Championships;11.2018
222;M;18;22;12;LEE Alex;18.11.1988;USA;67;66.66;127;---;---;127;165;---;---;165;292;2018 IWF World Championships;11.2018
223;M;19;23;16;ATAK Hursit;24.05.1991;TUR;67;66.77;126;---;---;126;---;163;---;163;289;2018 IWF World Championships;11.2018
224;M;20;17;21;HERNANDEZ MENDOZA Acoran Juan;30.12.1990;ESP;67;66.67;130;---;134;134;153;---;---;153;287;2018 IWF World Championships;11.2018
225;M;21;24;20;BARDALEZ TUISIMA Luis David;03.10.1995;PER;67;66.22;120;123;125;125;155;---;---;155;280;2018 IWF World Championships;11.2018
226;M;22;26;23;GARCIA Jeffrey;02.02.1992;PHI;67;66.87;120;---;---;120;---;---;150;150;270;2018 IWF World Championships;11.2018
227;M;23;27;22;SRIRAM Jettarin;17.12.1999;THA;67;66.86;113;117;119;119;140;145;150;150;269;2018 IWF World Championships;11.2018
228;M;24;28;24;ALMAZYADI Nawaf Mohammed S;19.08.2000;KSA;67;65.82;111;---;117;117;146;---;---;146;263;2018 IWF World Championships;11.2018
229;M;25;25;27;KHALILOV Kanan;09.08.1999;AZE;67;66.78;120;---;---;120;---;---;135;135;255;2018 IWF World Championships;11.2018
230;M;26;29;26;GASIMOV Rustam;29.01.2002;AZE;67;63.30;110;---;---;110;135;---;---;135;245;2018 IWF World Championships;11.2018
231;M;---;5;---;MUNOZ MARTINEZ Jonathan Antonio;10.11.1995;MEX;67;66.96;133;138;141;141;---;---;---;---;0;2018 IWF World Championships;11.2018
232;M;---;7;---;LEE Sangyeon;06.03.1995;KOR;67;66.25;140;---;---;140;---;---;---;---;0;2018 IWF World Championships;11.2018
233;M;---;21;---;WISSINGER Jordan Derek;23.04.1997;USA;67;67.00;126;129;---;129;---;---;---;---;0;2018 IWF World Championships;11.2018
234;M;---;---;25;AINOUAZANE Abdelkader;22.09.1994;ALG;67;65.67;---;---;---;---;135;---;140;140;0;2018 IWF World Championships;11.2018
235;W;1;1;1;ZHANG Wangli;27.05.1996;CHN;71;70.10;108;113;115;115;140;148;152;152;267;2018 IWF World Championships;11.2018
236;W;2;3;2;AHMED Sara Samir Elsayed Mohamed;01.01.1998;EGY;71;71.00;105;---;111;111;136;141;---;141;252;2018 IWF World Championships;11.2018
237;W;3;2;7;LIKHACHEVA Nadezda;18.08.1995;KAZ;71;68.40;105;110;112;112;---;130;---;130;242;2018 IWF World Championships;11.2018
238;W;4;4;6;ROMANOVA Anastasiia;02.10.1991;RUS;71;70.49;105;110;---;110;125;130;---;130;240;2018 IWF World Championships;11.2018
239;W;5;5;3;ROGERS Martha Ann;23.08.1995;USA;71;69.87;100;103;105;105;130;133;---;133;238;2018 IWF World Championships;11.2018
240;W;6;7;4;ALWINE Meredith Leigh;08.06.1998;USA;71;70.77;---;98;101;101;128;132;---;132;233;2018 IWF World Championships;11.2018
241;W;7;6;8;SANCHEZ PERINAN MarI Leivis;08.10.1991;COL;71;70.38;103;---;---;103;120;---;125;125;228;2018 IWF World Championships;11.2018
242;W;8;13;9;CANTU IGLESIAS Jennifer Michell;09.04.1996;MEX;71;70.08;92;---;---;92;---;---;124;124;216;2018 IWF World Championships;11.2018
243;W;9;8;11;AKERLUND Charlotte Maria;29.05.1990;SWE;71;69.28;94;97;---;97;113;116;118;118;215;2018 IWF World Championships;11.2018
244;W;10;10;10;STOLYARENKO Yekaterina;16.10.1998;KAZ;71;68.58;90;94;---;94;115;118;---;118;212;2018 IWF World Championships;11.2018
245;W;11;9;16;KADYROVA Gulnabat;14.06.1994;TKM;71;70.80;94;96;---;96;112;---;115;115;211;2018 IWF World Championships;11.2018
246;W;12;11;13;KIM Suhyeon;06.02.1995;KOR;71;70.36;90;93;---;93;---;116;---;116;209;2018 IWF World Championships;11.2018
247;W;13;12;15;LIU Lan-Yin;24.01.1992;TPE;71;69.02;90;93;---;93;110;---;115;115;208;2018 IWF World Championships;11.2018
248;W;14;15;12;MITSUKE Eri;30.10.1992;JPN;71;69.71;---;90;---;90;113;115;117;117;207;2018 IWF World Championships;11.2018
249;W;15;16;14;MACROHON Kristel;02.09.1996;PHI;71;69.73;---;85;90;90;110;115;---;115;205;2018 IWF World Championships;11.2018
250;W;16;21;17;ALTUN Berfin;01.11.1999;TUR;71;66.97;---;87;---;87;109;114;---;114;201;2018 IWF World Championships;11.2018
251;W;17;19;18;KOURTELIDOU Eleni;14.04.1985;GRE;71;70.99;85;---;88;88;105;108;111;111;199;2018 IWF World Championships;11.2018
252;W;18;14;20;WIOR Jolanta Malgorzata;22.09.1995;POL;71;70.59;90;---;---;90;108;---;---;108;198;2018 IWF World Championships;11.2018
253;W;19;22;19;GYURJYAN Liana;13.06.2002;ARM;71;70.24;---;85;---;85;105;---;110;110;195;2018 IWF World Championships;11.2018
254;W;20;20;21;MIKHALENKA Anastasiya;08.12.1995;BLR;71;67.28;83;87;---;87;107;---;---;107;194;2018 IWF World Championships;11.2018
255;W;21;17;22;OTGONBAYAR Darkhijav;09.02.2000;MGL;71;70.41;82;86;89;89;100;---;---;100;189;2018 IWF World Championships;11.2018
256;W;22;18;23;HERTLOVA Simona;04.03.1993;CZE;71;69.11;85;88;---;88;100;---;---;100;188;2018 IWF World Championships;11.2018
257;W;23;24;24;OHMAN Marina;02.01.1983;ISR;71;66.72;---;83;---;83;95;99;---;99;182;2018 IWF World Championships;11.2018
258;W;24;23;26;SIGMUNDSDOTTIR Ragnheidur Sara;12.09.1992;ISL;71;70.96;80;84;---;84;95;---;---;95;179;2018 IWF World Championships;11.2018
259;W;25;26;25;WAELCHLI Alessia Joy;08.09.1993;SUI;71;67.96;---;78;---;78;---;---;98;98;176;2018 IWF World Championships;11.2018
260;W;26;25;27;PEDERSEN Mette Fasmila;03.12.1993;DEN;71;69.76;---;---;80;80;---;95;---;95;175;2018 IWF World Championships;11.2018
261;W;---;---;5;STRENIUS Patricia Caroline;23.11.1989;SWE;71;70.66;---;---;---;---;125;128;131;131;0;2018 IWF World Championships;11.2018
262;M;1;1;1;SHI Zhiyong;10.10.1993;CHN;73;72.81;158;161;164;164;188;196;---;196;360;2018 IWF World Championships;11.2018
263;M;2;6;2;WON Jeongsik;09.12.1990;KOR;73;72.57;145;150;153;153;180;190;195;195;348;2018 IWF World Championships;11.2018
264;M;3;2;5;LIKHARAD Vadzim;06.09.1993;BLR;73;72.79;151;156;---;156;180;184;187;187;343;2018 IWF World Championships;11.2018
265;M;4;4;4;RI Chong Song;31.05.1997;PRK;73;72.82;150;---;155;155;182;187;---;187;342;2018 IWF World Championships;11.2018
266;M;5;5;9;O Kang Chol;16.09.1993;PRK;73;72.77;148;152;154;154;---;185;---;185;339;2018 IWF World Championships;11.2018
267;M;6;7;7;CALJA Briken;19.02.1990;ALB;73;72.89;148;153;---;153;181;186;---;186;339;2018 IWF World Championships;11.2018
268;M;7;10;8;BEN HNIA Karem;13.11.1994;TUN;73;72.21;146;151;---;151;180;---;186;186;337;2018 IWF World Championships;11.2018
269;M;8;13;3;RAHIMOV Nijat;13.08.1993;KAZ;73;72.82;---;147;---;147;185;190;---;190;337;2018 IWF World Championships;11.2018
270;M;9;8;11;ANDREEV Bozhidar Dimitrov;17.01.1997;BUL;73;72.73;145;150;153;153;182;---;---;182;335;2018 IWF World Championships;11.2018
271;M;10;12;6;CUMMINGS JR Clarence;06.06.2000;USA;73;72.88;140;145;148;148;181;---;187;187;335;2018 IWF World Championships;11.2018
272;M;11;9;12;PETROV Sergei;17.02.1994;RUS;73;72.24;143;148;152;152;173;178;181;181;333;2018 IWF World Championships;11.2018
273;M;12;11;10;MIYAMOTO Masanori;03.02.1997;JPN;73;71.51;141;146;149;149;173;178;182;182;331;2018 IWF World Championships;11.2018
274;M;13;3;18;FENG Lyudong;23.10.1991;CHN;73;72.73;---;155;---;155;175;---;---;175;330;2018 IWF World Championships;11.2018
275;M;14;16;13;TRIYATNO;20.12.1987;INA;73;72.84;140;145;---;145;180;---;---;180;325;2018 IWF World Championships;11.2018
276;M;15;14;16;SANCHEZ LOPEZ David;20.07.1994;ESP;73;73.00;---;142;146;146;172;177;---;177;323;2018 IWF World Championships;11.2018
277;M;16;19;14;AL HUMAYD Mahmoud Mohammed S;05.09.1993;KSA;73;72.93;139;143;---;143;175;180;---;180;323;2018 IWF World Championships;11.2018
278;M;17;17;17;BUNSUK Tairat;11.01.1993;THA;73;72.55;142;145;---;145;---;177;---;177;322;2018 IWF World Championships;11.2018
279;M;18;18;15;IBRAHIM Moustafa Wahid Shaaban;01.12.1996;EGY;73;72.98;139;142;144;144;---;178;---;178;322;2018 IWF World Championships;11.2018
280;M;19;15;19;SOLTANI Hossein;02.12.1999;IRI;73;72.95;142;146;---;146;174;---;---;174;320;2018 IWF World Championships;11.2018
281;M;20;20;22;ABDULLAH Rahmat Erwin;13.10.2000;INA;73;72.06;135;---;141;141;162;168;171;171;312;2018 IWF World Championships;11.2018
282;M;21;21;24;MEREDOV Maksad;23.06.2000;TKM;73;72.52;---;---;140;140;170;---;---;170;310;2018 IWF World Championships;11.2018
283;M;22;24;20;CHUANG Sheng-Min;10.07.1998;TPE;73;72.58;132;137;---;137;164;168;172;172;309;2018 IWF World Championships;11.2018
284;M;23;31;25;IOROI Masakazu;12.11.1985;JPN;73;72.89;135;---;---;135;165;---;170;170;305;2018 IWF World Championships;11.2018
285;M;24;29;26;CARDENAS ESTRADA Jorge Adan;21.04.1997;MEX;73;72.88;130;135;---;135;160;165;169;169;304;2018 IWF World Championships;11.2018
286;M;25;32;21;JOACHIM Robert Friedrich;13.01.1987;GER;73;72.55;128;133;---;133;163;167;171;171;304;2018 IWF World Championships;11.2018
287;M;26;26;28;PETROV Petr;19.10.1989;CZE;73;71.98;131;134;137;137;162;---;166;166;303;2018 IWF World Championships;11.2018
288;M;27;27;30;KRING Tim;16.09.1990;DEN;73;72.36;137;---;---;137;165;---;---;165;302;2018 IWF World Championships;11.2018
289;M;28;28;27;SHEULI Achinta;24.11.2001;IND;73;72.95;130;---;135;135;159;163;166;166;301;2018 IWF World Championships;11.2018
290;M;29;22;31;TOSHTEMIROV Mukhammadkodir;17.09.2001;UZB;73;71.96;133;138;---;138;156;162;---;162;300;2018 IWF World Championships;11.2018
291;M;30;23;34;ILHAN Ramazan;20.12.1998;TUR;73;68.92;134;138;---;138;156;160;---;160;298;2018 IWF World Championships;11.2018
292;M;31;35;23;SANCHEZ VELEZ Jorge Jesus;04.11.1998;PUR;73;72.31;128;---;---;128;170;---;---;170;298;2018 IWF World Championships;11.2018
293;M;32;33;29;HAMEED Mohammed Qaddoori Hameed;30.05.1994;IRQ;73;72.22;132;---;---;132;165;---;---;165;297;2018 IWF World Championships;11.2018
294;M;33;30;32;OKYAY Ahmet Turan;06.05.1996;TUR;73;71.81;131;135;---;135;156;161;---;161;296;2018 IWF World Championships;11.2018
295;M;34;25;35;ROBU Marin;19.03.2000;MDA;73;71.70;133;137;---;137;---;158;---;158;295;2018 IWF World Championships;11.2018
296;M;35;34;36;IBRAHIMLI Pasha;18.06.1995;AZE;73;70.00;126;131;---;131;150;---;156;156;287;2018 IWF World Championships;11.2018
297;M;36;36;33;WAKELING Brandon Dean;02.02.1994;AUS;73;72.36;115;120;125;125;155;160;---;160;285;2018 IWF World Championships;11.2018
298;M;37;37;37;ALIYEV Fugan;20.01.2001;AZE;73;70.60;---;115;118;118;140;147;152;152;270;2018 IWF World Championships;11.2018
299;M;38;38;38;SHUSHU Otsile Greg;20.08.1980;RSA;73;70.72;117;---;---;117;---;150;---;150;267;2018 IWF World Championships;11.2018
300;M;---;---;---;LUNA-GRENIER Francis;24.05.1987;CAN;73;72.36;---;---;---;---;---;---;---;---;0;2018 IWF World Championships;11.2018
301;M;---;---;---;CERCIZ Arberi;28.04.1997;ALB;73;72.77;---;---;---;---;---;---;---;---;0;2018 IWF World Championships;11.2018
302;M;---;---;---;MOSQUERA LOZANO Luis Javier;27.03.1995;COL;73;71.45;---;---;---;---;---;---;---;---;0;2018 IWF World Championships;11.2018
303;W;1;2;1;WANG Zhouyu;13.05.1994;CHN;76;75.71;113;118;---;118;140;146;152;152;270;2018 IWF World Championships;11.2018
304;W;2;1;2;RIM Jong Sim;05.02.1993;PRK;76;75.29;115;119;---;119;145;150;---;150;269;2018 IWF World Championships;11.2018
305;W;3;3;4;DAJOMES BARRERA Neisi Patricia;12.05.1998;ECU;76;75.57;111;115;117;117;137;142;---;142;259;2018 IWF World Championships;11.2018
306;W;4;5;3;SOLIS ARBOLEDA Leidy Yessenia;17.02.1990;COL;76;75.60;---;110;---;110;142;146;---;146;256;2018 IWF World Championships;11.2018
307;W;5;4;5;FUENTES ZAVALA Aremi;23.05.1993;MEX;76;75.80;110;---;---;110;132;---;137;137;247;2018 IWF World Championships;11.2018
308;W;6;6;6;NAYO KETCHANKE Gaelle Verlaine;20.04.1988;FRA;76;75.64;101;105;107;107;130;136;---;136;243;2018 IWF World Championships;11.2018
309;W;7;7;9;KAMIYA Ayumi;28.03.1992;JPN;76;75.60;100;102;104;104;118;---;121;121;225;2018 IWF World Championships;11.2018
310;W;8;11;7;NGARLEM Kristel;20.07.1995;CAN;76;75.20;---;95;---;95;120;124;128;128;223;2018 IWF World Championships;11.2018
311;W;9;9;8;BEAUCHEMIN-NADEAU Marie-Eve;13.10.1988;CAN;76;75.94;92;96;---;96;120;124;---;124;220;2018 IWF World Championships;11.2018
312;W;10;8;13;WIEJAK Malgorzata Antonina;05.05.1992;POL;76;75.57;97;---;---;97;117;---;---;117;214;2018 IWF World Championships;11.2018
313;W;11;10;11;TABEL Tabea Hannah;21.10.1996;GER;76;74.92;90;95;---;95;115;118;---;118;213;2018 IWF World Championships;11.2018
314;W;12;16;10;BYKOVA Yekaterina;13.11.1997;KAZ;76;71.45;88;91;---;91;116;119;---;119;210;2018 IWF World Championships;11.2018
315;W;13;12;14;ILMARINEN Meri Tuuli Linnea;04.06.1991;FIN;76;75.17;94;---;---;94;116;---;---;116;210;2018 IWF World Championships;11.2018
316;W;14;14;12;OTUNLA Bilikis Abiodun;12.06.1994;NGR;76;75.58;85;---;92;92;113;117;---;117;209;2018 IWF World Championships;11.2018
317;W;15;15;16;JAEGGI Nora;16.04.1995;SUI;76;73.79;87;90;92;92;109;112;115;115;207;2018 IWF World Championships;11.2018
318;W;16;13;17;CHEN En-Tzu;12.11.1999;TPE;76;75.45;88;91;93;93;107;110;---;110;203;2018 IWF World Championships;11.2018
319;W;17;17;15;SENICOVA Nikola;27.05.2000;SVK;76;75.45;---;85;---;85;105;110;115;115;200;2018 IWF World Championships;11.2018
320;M;1;2;2;LYU Xiaojun;27.07.1984;CHN;81;80.41;165;---;172;172;197;202;---;202;374;2018 IWF World Championships;11.2018
321;W;1;1;3;VALENTIN PEREZ Lidia;10.02.1985;ESP;81;79.13;108;110;113;113;130;---;136;136;249;2018 IWF World Championships;11.2018
322;M;2;1;3;MAHMOUD Mohamed Ihab Youssef Ahmed;21.11.1989;EGY;81;80.72;165;170;173;173;196;200;---;200;373;2018 IWF World Championships;11.2018
323;W;2;3;1;NAUMAVA Darya;26.08.1995;BLR;81;77.89;100;105;108;108;130;135;137;137;245;2018 IWF World Championships;11.2018
324;M;3;3;1;LI Dayin;12.02.1998;CHN;81;80.81;163;168;---;168;193;198;204;204;372;2018 IWF World Championships;11.2018
325;W;3;5;2;SALAZAR ARCE Tamara Yajaira;09.08.1997;ECU;81;78.93;101;105;---;105;133;---;137;137;242;2018 IWF World Championships;11.2018
326;M;4;5;5;REJEPOV Rejepbay;23.02.1992;TKM;81;80.74;160;---;166;166;---;197;---;197;363;2018 IWF World Championships;11.2018
327;W;4;4;4;ARTHUR Jenny Lyvette;11.12.1993;USA;81;78.48;102;104;106;106;130;135;---;135;241;2018 IWF World Championships;11.2018
328;M;5;4;10;ASAYONAK Petr;27.02.1993;BLR;81;80.65;161;---;167;167;---;190;---;190;357;2018 IWF World Championships;11.2018
329;W;5;8;5;CHIRINOS LEON Dayana Aracelis;04.10.1991;VEN;81;79.30;100;---;---;100;125;131;---;131;231;2018 IWF World Championships;11.2018
330;M;6;7;4;MAURUS Harrison James;26.02.2000;USA;81;80.31;150;154;157;157;191;195;200;200;357;2018 IWF World Championships;11.2018
331;W;6;6;10;DEKHA Iryna;14.05.1996;UKR;81;76.61;98;101;103;103;117;121;123;123;226;2018 IWF World Championships;11.2018
332;M;7;9;6;MUELLER Nico;02.11.1993;GER;81;80.71;148;153;156;156;187;192;---;192;348;2018 IWF World Championships;11.2018
333;W;7;15;6;TORRES WONG Anacarmen;27.11.1995;MEX;81;76.45;93;96;---;96;125;130;---;130;226;2018 IWF World Championships;11.2018
334;M;8;11;9;ALJUMAILI Safaa Rashid Mahmood;01.01.1990;IRQ;81;80.99;150;---;155;155;191;---;---;191;346;2018 IWF World Championships;11.2018
335;W;8;14;7;GARZA GARZA Alejandra;01.08.1991;MEX;81;79.10;95;98;---;98;124;---;127;127;225;2018 IWF World Championships;11.2018
336;M;9;15;7;MONTES HURTADO Hugo Fernando;29.01.1990;COL;81;80.54;---;154;---;154;185;191;---;191;345;2018 IWF World Championships;11.2018
337;W;9;2;16;MESHITKHANOVA Raushan;24.11.1995;KAZ;81;79.79;100;105;108;108;---;115;---;115;223;2018 IWF World Championships;11.2018
338;M;10;12;8;MATA PEREZ Andres Eduardo;11.11.1992;ESP;81;80.40;150;154;---;154;184;187;191;191;345;2018 IWF World Championships;11.2018
339;W;10;9;9;MUN Minhee;07.07.1995;KOR;81;76.55;100;---;---;100;115;116;123;123;223;2018 IWF World Championships;11.2018
340;M;11;6;15;SUHAREVS Ritvars;11.01.1999;LAT;81;80.75;153;---;159;159;---;185;---;185;344;2018 IWF World Championships;11.2018
341;W;11;7;13;KHAIPANDUNG Siriyakorn;27.08.1999;THA;81;77.10;97;101;---;101;117;120;---;120;221;2018 IWF World Championships;11.2018
342;M;12;14;14;LANG Max Richard;06.12.1992;GER;81;80.74;150;154;---;154;180;185;---;185;339;2018 IWF World Championships;11.2018
343;W;12;11;11;VANBELLINGHEN Anna Marie-J A M;10.03.1994;BEL;81;80.10;---;98;---;98;117;120;122;122;220;2018 IWF World Championships;11.2018
